,index,key_start_day,division,profit_centre,order,material,designation,order_type,order_quantity,date_start_plan,date_end_plan,fixation,date_reordo,message,order_stat,customer_order,date_end_real,AllocatedTime,Leadtime,workstation,Allocated_Time_On_Workstation,Smooth_Family,Ranking,Freeze_end_date,Remain_to_do,closed,freezed,key,smoothing_end_date
113,74,,2110,107,982407318,IS0015730M,107B-DE-820-40,KD,1,30/10/2023,15/11/2023,None,,nan,None,A210702073,,765.12,22.0,prod,0.0,1,2023-11-15,,,False,not_freezed,21101071NaT,1900-01-01 06:00:00
114,211,,2110,177,982111961,IS0014648M,177A-915LR,KD,1,20/11/2023,21/11/2023,None,,nan,None,A117702070,,123.493315543289,18.0,prod,0.0,3,2023-11-21,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
115,75,,2110,107,982420403,IS0015730M,107B-DE-820-40,KD,1,07/11/2023,23/11/2023,None,,nan,None,A210702074,,765.12,22.0,prod,0.0,1,2023-11-23,,,False,not_freezed,21101071NaT,1900-01-01 06:00:00
116,152,,2110,107,982420459,IS0028165M,107B-800VU-COA-40,KD,1,16/11/2023,23/11/2023,None,,nan,None,A210702074,,20.71,4.0,prod,0.0,2,2023-11-23,,,False,not_freezed,21101072NaT,1900-01-01 06:00:00
117,76,,2110,107,982471534,IS0015730M,107B-DE-820-40,KD,1,15/11/2023,01/12/2023,None,,nan,None,A210702075,,765.12,22.0,prod,0.0,1,2023-12-01,,,False,not_freezed,21101071NaT,1900-01-01 06:00:00
118,153,,2110,107,982471562,IS0028165M,107B-800VU-COA-40,KD,1,24/11/2023,01/12/2023,None,,nan,None,A210702075,,20.71,4.0,prod,0.0,2,2023-12-01,,,False,not_freezed,21101072NaT,1900-01-01 06:00:00
119,212,,2110,177,982351953,IS0014648M,177A-915LR,KD,1,08/12/2023,11/12/2023,None,,nan,None,A117702071,,123.493315543289,18.0,prod,0.0,3,2023-12-11,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
120,213,,2110,177,982351954,IS0014648M,177A-915LR,KD,1,18/12/2023,19/12/2023,None,,nan,None,A117702072,,123.493315543289,18.0,prod,0.0,3,2023-12-19,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
121,214,,2110,177,982391054,IS0014648M,177A-915LR,KD,1,26/12/2023,27/12/2023,None,,nan,None,A117702073,,123.493315543289,18.0,prod,0.0,3,2023-12-27,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
122,215,,2110,177,982406563,IS0014648M,177A-915LR,KD,1,04/01/2024,05/01/2024,None,,nan,None,A117702074,,123.493315543289,18.0,prod,0.0,3,2024-01-05,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
123,216,,2110,177,982417926,IS0014648M,177A-915LR,KD,1,12/01/2024,15/01/2024,None,,nan,None,A117702075,,123.493315543289,18.0,prod,0.0,3,2024-01-15,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
124,217,,2110,177,982471524,IS0014648M,177A-915LR,KD,1,23/01/2024,24/01/2024,None,,nan,None,A117702076,,123.493315543289,18.0,prod,0.0,3,2024-01-24,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
125,218,,2110,177,982524741,IS0014648M,177A-915LR,KD,1,31/01/2024,01/02/2024,None,,nan,None,A117702077,,123.493315543289,18.0,prod,0.0,3,2024-02-01,,,False,not_freezed,21101773NaT,1900-01-01 06:00:00
